X,Y,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,icon_url
85.312388,27.678397,"324",P244,2021/08/23 08:36:07,,,,"-1","0","-1",,,
85.312145,27.678411,"325",P245,2021/08/23 08:36:45,,,,"-1","0","-1",,,
85.311892,27.678427,"326",P246,2021/08/23 08:37:15,,,,"-1","0","-1",,,
85.311531,27.67847,"327",P247,2021/08/23 08:37:44,,,,"-1","0","-1",,,
85.311272,27.678509,"328",P248,2021/08/23 08:38:09,,,,"-1","0","-1",,,
85.311025,27.678569,"329",249P,2021/08/23 08:38:47,,,,"-1","0","-1",,,
85.310746,27.678534,"330","250",2021/08/23 08:39:07,,,,"-1","0","-1",,,
85.310583,27.678616,"331","251",2021/08/23 08:39:21,,,,"-1","0","-1",,,
85.310074,27.678775,"332",P253,2021/08/23 08:40:04,,,,"-1","0","-1",,,
85.309925,27.678843,"333",P254,2021/08/23 08:40:41,,,,"-1","0","-1",,,
85.308006,27.679446,"334",P255,2021/08/23 08:43:47,,,,"-1","0","-1",,,
85.30792,27.679222,"335",P256,2021/08/23 08:44:45,,,,"-1","0","-1",,,
85.30785,27.679027,"336",P257,2021/08/23 08:45:14,,,,"-1","0","-1",,,
85.307793,27.678825,"337",P258,2021/08/23 08:45:34,,,,"-1","0","-1",,,
85.307729,27.678592,"338",P259,2021/08/23 08:45:57,,,,"-1","0","-1",,,
85.307707,27.678505,"339",P260,2021/08/23 08:46:41,,,,"-1","0","-1",,,
85.307886,27.678094,"340",DT,2021/08/23 08:48:03,,,,"-1","0","-1",,,
85.307605,27.678194,"341",DT,2021/08/23 08:48:46,,,,"-1","0","-1",,,
85.30759,27.678188,"342",DT,2021/08/23 08:49:20,,,,"-1","0","-1",,,
85.30756,27.678076,"343",P261,2021/08/23 08:50:38,,,,"-1","0","-1",,,
85.307407,27.67789,"344",P262,2021/08/23 08:52:30,,,,"-1","0","-1",,,
85.307385,27.677834,"345",P263,2021/08/23 08:53:40,,,,"-1","0","-1",,,
85.307499,27.677825,"346",DTR,2021/08/23 08:55:18,,,,"-1","0","-1",,,
85.306933,27.677609,"347",T266,2021/08/23 08:57:21,,,,"-1","0","-1",,,
85.306719,27.677572,"348",DT,2021/08/23 08:57:44,,,,"-1","0","-1",,,
85.307145,27.677879,"349",P267,2021/08/23 08:59:31,,,,"-1","0","-1",,,
85.30698,27.677941,"350",P268,2021/08/23 09:00:05,,,,"-1","0","-1",,,
85.306772,27.678012,"351",P269,2021/08/23 09:00:43,,,,"-1","0","-1",,,
85.306528,27.678086,"352",P270,2021/08/23 09:01:13,,,,"-1","0","-1",,,
85.306271,27.678214,"353",P271,2021/08/23 09:01:36,,,,"-1","0","-1",,,
85.306119,27.678302,"354",P272,2021/08/23 09:01:51,,,,"-1","0","-1",,,
85.305788,27.678443,"355",P273,2021/08/23 09:03:14,,,,"-1","0","-1",,,
85.305833,27.678499,"356",DT,2021/08/23 09:03:32,,,,"-1","0","-1",,,
85.305527,27.678519,"357",P274,2021/08/23 09:04:18,,,,"-1","0","-1",,,
85.305257,27.678469,"358",P275,2021/08/23 09:05:25,,,,"-1","0","-1",,,
85.304994,27.67844,"359",P276,2021/08/23 09:06:15,,,,"-1","0","-1",,,
85.304898,27.678444,"360",P277,2021/08/23 09:06:34,,,,"-1","0","-1",,,
85.30479,27.678486,"361",P278,2021/08/23 09:06:51,,,,"-1","0","-1",,,
85.30449,27.678481,"362",P279,2021/08/23 09:07:36,,,,"-1","0","-1",,,
85.304401,27.678448,"363",DT,2021/08/23 09:08:06,,,,"-1","0","-1",,,
85.308948,27.679203,"364",P280,2021/08/23 09:16:46,,,,"-1","0","-1",,,
85.308734,27.679284,"365","281",2021/08/23 09:17:34,,,,"-1","0","-1",,,
85.308508,27.679371,"366",P282,2021/08/23 09:18:08,,,,"-1","0","-1",,,
85.308211,27.679475,"367",P283,2021/08/23 09:18:48,,,,"-1","0","-1",,,
85.307975,27.679531,"368",P284,2021/08/23 09:19:08,,,,"-1","0","-1",,,
85.307729,27.679611,"369",P285,2021/08/23 09:19:30,,,,"-1","0","-1",,,
85.30533,27.680256,"370",P286,2021/08/23 09:25:05,,,,"-1","0","-1",,,
85.305192,27.680025,"371",P287,2021/08/23 09:26:12,,,,"-1","0","-1",,,
85.305094,27.679801,"372",P288,2021/08/23 09:26:43,,,,"-1","0","-1",,,
85.305031,27.679754,"373",P289,2021/08/23 09:27:17,,,,"-1","0","-1",,,
85.304979,27.679594,"374",P290,2021/08/23 09:28:21,,,,"-1","0","-1",,,
85.304808,27.679284,"375",DT,2021/08/23 09:29:54,,,,"-1","0","-1",,,
85.304787,27.679251,"376",T291,2021/08/23 09:30:19,,,,"-1","0","-1",,,
85.306316,27.682752,"377",P292,2021/08/23 10:51:20,,,,"-1","0","-1",,,
85.306029,27.682869,"378",P293,2021/08/23 10:52:58,,,,"-1","0","-1",,,
85.305728,27.682959,"379",P294,2021/08/23 10:53:38,,,,"-1","0","-1",,,
85.305451,27.683074,"380",P295,2021/08/23 10:54:14,,,,"-1","0","-1",,,
85.305216,27.683209,"381",P296,2021/08/23 10:54:41,,,,"-1","0","-1",,,
85.304758,27.683413,"382",P297,2021/08/23 10:55:52,,,,"-1","0","-1",,,
85.304775,27.683382,"383",DT,2021/08/23 10:56:06,,,,"-1","0","-1",,,
85.304408,27.683496,"384",P298,2021/08/23 10:56:51,,,,"-1","0","-1",,,
85.304113,27.683575,"385",DT,2021/08/23 10:57:45,,,,"-1","0","-1",,,
85.304079,27.683702,"386",P299,2021/08/23 10:58:08,,,,"-1","0","-1",,,
85.303851,27.683905,"387",P300,2021/08/23 10:58:36,,,,"-1","0","-1",,,
85.303555,27.684144,"388",P301,2021/08/23 10:59:03,,,,"-1","0","-1",,,
85.30325,27.68438,"389",P302,2021/08/23 10:59:54,,,,"-1","0","-1",,,
85.312524,27.67937,"390",T303,2021/08/23 11:10:01,,,,"-1","0","-1",,,
85.312473,27.679677,"391",T304,2021/08/23 11:11:15,,,,"-1","0","-1",,,
85.312391,27.679743,"392",P305,2021/08/23 11:12:24,,,,"-1","0","-1",,,
85.312071,27.679792,"393",P306,2021/08/23 11:13:07,,,,"-1","0","-1",,,
85.312019,27.67988,"394",T307,2021/08/23 11:13:51,,,,"-1","0","-1",,,
85.312005,27.679895,"395",DT395,2021/08/23 11:14:10,,,,"-1","0","-1",,,
85.31194,27.680074,"396",T308,2021/08/23 11:15:33,,,,"-1","0","-1",,,
85.311922,27.680238,"397",T309,2021/08/23 11:16:02,,,,"-1","0","-1",,,
85.311912,27.680265,"398",DT,2021/08/23 11:17:09,,,,"-1","0","-1",,,
85.311868,27.679878,"399",DT,2021/08/23 11:17:36,,,,"-1","0","-1",,,
85.312909,27.679785,"400",DT,2021/08/23 11:19:46,,,,"-1","0","-1",,,
85.31301,27.679768,"401",DT,2021/08/23 11:20:24,,,,"-1","0","-1",,,
85.313276,27.679739,"402",T310,2021/08/23 11:21:02,,,,"-1","0","-1",,,
